"prefix","MSE","MAE","PCC","nDataSize"
"1","grnn_pred",0.00833109797745698,0.0596753320408163,0.945478809785782,100
"2","grnn_pred",0.00634084090208645,0.0557986218367347,0.954903245082099,100
"3","grnn_pred",0.00563441868595436,0.0533450590816327,0.960738040109065,100
"4","grnn_pred",0.00502915046130435,0.053255953877551,0.963776174407059,100
"5","grnn_pred",0.00580672572074622,0.0540313155102041,0.958017908887638,100
"6","grnn_pred",0.0103565869424476,0.0649833502040816,0.925367229965528,100
"7","grnn_pred",0.00739765480731407,0.0546847413265306,0.948124620313034,100
"8","grnn_pred",0.00787734305325828,0.0570334366326531,0.942749375457165,100
"9","grnn_pred",0.00755208565609973,0.0606506285714286,0.947023903749172,100
"10","grnn_pred",0.00724297509875581,0.0546691405102041,0.948257597233174,100
"11","grnn_pred",0.0140059425204211,0.0756313724489796,0.899783014086809,100
"12","grnn_pred",0.008065147638508,0.0606342306122449,0.943624436666481,100
"13","grnn_pred",0.00742989141586516,0.05858363,0.948048782274125,100
"14","grnn_pred",0.00748646873733821,0.0597417215306122,0.947810786425808,100
"15","grnn_pred",0.00615061341224227,0.0552771595918367,0.953418786377696,100
"16","grnn_pred",0.00736050987869643,0.0610473479591837,0.946514615509818,100
"17","grnn_pred",0.00677202793652579,0.0596073703061224,0.95041349369678,100
"18","grnn_pred",0.00718825246046109,0.0586551656122449,0.941141571621648,100
"19","grnn_pred",0.00625874565794561,0.0593298010204082,0.950460431352935,100
"20","grnn_pred",0.0074886906643799,0.0585757140816327,0.939620504532086,100
"21","grnn_pred",0.00739534719528057,0.0604663614285714,0.948393480729746,100
"22","grnn_pred",0.00941601640355004,0.0641305318367347,0.930616386895177,100
"23","grnn_pred",0.00690572335436776,0.057468987755102,0.944836220107911,100
"24","grnn_pred",0.00495230616556968,0.0523348766326531,0.958449996042916,100
"25","grnn_pred",0.00697625418240623,0.0574518174489796,0.941430357636422,100
"26","grnn_pred",0.0126511402185188,0.0696306181632653,0.916507455029571,100
"27","grnn_pred",0.00964074678977837,0.0656872665306122,0.936819340873427,100
"28","grnn_pred",0.0082290207807754,0.061049812755102,0.943638676100187,100
"29","grnn_pred",0.00830787383357317,0.0597033868367347,0.940929934608166,100
"30","grnn_pred",0.00701251143248941,0.0569782369387755,0.952026765499661,100
"31","grnn_pred",0.0101912437145158,0.0623187187755102,0.913511439681387,100
"32","grnn_pred",0.00739090371863011,0.0587850323469388,0.938389692104337,100
"33","grnn_pred",0.0064289162574854,0.0556517858163265,0.944874986279611,100
"34","grnn_pred",0.00568576090509769,0.0545319781632653,0.951698278356377,100
"35","grnn_pred",0.00761592090340372,0.0589916143877551,0.93855938126384,100
"36","grnn_pred",0.00675720727335937,0.0560818987755102,0.948733824917827,100
"37","grnn_pred",0.00881820194459345,0.0652772583673469,0.937790565107704,100
"38","grnn_pred",0.00728329109409363,0.0598067373469388,0.948725390879686,100
"39","grnn_pred",0.0103739613008638,0.066654246122449,0.914447858847656,100
"40","grnn_pred",0.00583917110041772,0.0537650143877551,0.954345920094656,100
"41","grnn_pred",0.0090944342603027,0.0615351339795918,0.932361440642208,100
"42","grnn_pred",0.00766538304789264,0.0578614835714286,0.945086193905853,100
"43","grnn_pred",0.00610495487093361,0.0548402232653061,0.956922375661869,100
"44","grnn_pred",0.00538992171441529,0.0546930697959184,0.958394943811319,100
"45","grnn_pred",0.00665541239249505,0.0555775643877551,0.948991887084057,100
"46","grnn_pred",0.0110239212714813,0.0689601973469388,0.926151122052267,100
"47","grnn_pred",0.00794232845366335,0.063281472244898,0.947926127161201,100
"48","grnn_pred",0.00520798186861762,0.0529228747959184,0.964541025546921,100
"49","grnn_pred",0.0059793569830665,0.0558797274489796,0.961452718846186,100
"50","grnn_pred",0.00858917219872539,0.0641514497959184,0.94016319595482,100
"51","grnn_pred",0.00964790160822961,0.0603653636734694,0.931917652768549,100
"52","grnn_pred",0.00941709465660093,0.0624828878571429,0.93136252994348,100
"53","grnn_pred",0.00649122546101194,0.0570980118367347,0.949223274263712,100
"54","grnn_pred",0.00505236551812085,0.0509778037755102,0.958528699709355,100
"55","grnn_pred",0.00836221187368639,0.0597547648979592,0.930959177871478,100
"56","grnn_pred",0.00899644147923448,0.0615592168367347,0.937838165900324,100
"57","grnn_pred",0.00751760459083898,0.0558075628571429,0.949441462618163,100
"58","grnn_pred",0.00730425977168679,0.0558961143877551,0.948612101435234,100
"59","grnn_pred",0.00611600281027504,0.0533349953061224,0.956645274040905,100
"60","grnn_pred",0.00952164978304719,0.0619056545918367,0.93058530509801,100
"61","grnn_pred",0.00575298456628755,0.0544773818367347,0.959866998712134,100
"62","grnn_pred",0.00653516285787412,0.0569702036734694,0.955519082198866,100
"63","grnn_pred",0.00560264536887278,0.0543479504081633,0.959072131149644,100
"64","grnn_pred",0.00612824376966504,0.055159777755102,0.952782333615001,100
"65","grnn_pred",0.00491976236038962,0.0503873268367347,0.963358385123396,100
"66","grnn_pred",0.00892739251651856,0.0619520607142857,0.937379143457265,100
"67","grnn_pred",0.00603873859259004,0.0550745830612245,0.95637660781416,100
"68","grnn_pred",0.00531320879147348,0.0526270876530612,0.960842791018985,100
"69","grnn_pred",0.0054615756087125,0.0518801074489796,0.960672673208142,100
"70","grnn_pred",0.0070128782371015,0.0573488184693878,0.949595644234793,100
"71","grnn_pred",0.00933598668414334,0.0645232139795918,0.931494100919265,100
"72","grnn_pred",0.00729604406024912,0.060429413877551,0.938847142200534,100
"73","grnn_pred",0.0075593834627579,0.0623317330612245,0.942048700333215,100
"74","grnn_pred",0.00823480843657543,0.0672902257142857,0.93629833471969,100
"75","grnn_pred",0.00691373075548052,0.0579775947959184,0.943318106776659,100
"76","grnn_pred",0.00856537407400055,0.0630011418367347,0.944098807123943,100
"77","grnn_pred",0.00971572467449273,0.0653650257142857,0.92649967369966,100
"78","grnn_pred",0.00883774941467249,0.0658123242857143,0.942739940919956,100
"79","grnn_pred",0.0102753044257068,0.0661617525510204,0.930093491659916,100
"80","grnn_pred",0.00774472688793337,0.0590062512244898,0.944036741793175,100
"81","grnn_pred",0.00885205366069577,0.0594493421428571,0.936988451888994,100
"82","grnn_pred",0.00592597960823348,0.053428272755102,0.954242211671502,100
"83","grnn_pred",0.00658410320058471,0.0576928514285714,0.948403791671693,100
"84","grnn_pred",0.00498781993358215,0.0528905903061224,0.953045139490602,100
"85","grnn_pred",0.00683176852177122,0.0591868104081633,0.947770864548296,100
"86","grnn_pred",0.011031084413523,0.0686175759183673,0.929294774971617,100
"87","grnn_pred",0.00682025211270725,0.0582154801020408,0.952597327461662,100
"88","grnn_pred",0.00859755687697128,0.0646003457142857,0.946470035275918,100
"89","grnn_pred",0.0072728359389759,0.0608136220408163,0.951117065458904,100
"90","grnn_pred",0.0069291407324812,0.0591975067346939,0.951774696972322,100
"91","grnn_pred",0.00991442834663683,0.0651106901020408,0.928719697414804,100
"92","grnn_pred",0.00674069103716842,0.0582262056122449,0.946585862533174,100
"93","grnn_pred",0.00652280919969457,0.0570930989795918,0.950862481922234,100
"94","grnn_pred",0.00835114649817553,0.0611508828571429,0.931482641334364,100
"95","grnn_pred",0.00651166438657867,0.0570955087755102,0.948681297473894,100
"96","grnn_pred",0.0100377610472441,0.0660429340816327,0.922154251106228,100
"97","grnn_pred",0.00559925191994549,0.0551422314285714,0.954513988227118,100
"98","grnn_pred",0.00595852317262482,0.0577842008163265,0.947395288772671,100
"99","grnn_pred",0.00551835360174581,0.0551271245918367,0.950858100474787,100
"100","grnn_pred",0.00666733416212324,0.0590640212244898,0.939863155956671,100
"101","mlinGrnn_pred",0.0115671412511885,0.0717808553061225,0.923022436347494,100
"102","mlinGrnn_pred",0.0084853335577646,0.0671032301020408,0.939230143404379,100
"103","mlinGrnn_pred",0.00712659387762265,0.062102866122449,0.950083913037468,100
"104","mlinGrnn_pred",0.00757408694898852,0.0634734235714286,0.944519846225006,100
"105","mlinGrnn_pred",0.00815413195164406,0.0617154418367347,0.941356909079502,100
"106","mlinGrnn_pred",0.010332537947301,0.0715247392857143,0.92525281584876,100
"107","mlinGrnn_pred",0.00955645462514942,0.0662030154081633,0.933359044239219,100
"108","mlinGrnn_pred",0.010069910623062,0.0678526008163265,0.926351902452811,100
"109","mlinGrnn_pred",0.00902095611384702,0.0705512281632653,0.934499905278407,100
"110","mlinGrnn_pred",0.0092096385564771,0.0665905226530612,0.93387796567171,100
"111","mlinGrnn_pred",0.0174747119793699,0.0845800552040816,0.874348511227086,100
"112","mlinGrnn_pred",0.00830434005822441,0.0640499483673469,0.9403560573572,100
"113","mlinGrnn_pred",0.00804384143996158,0.0662239186734694,0.941432047730512,100
"114","mlinGrnn_pred",0.00783110301952611,0.0637076298979592,0.943857815084239,100
"115","mlinGrnn_pred",0.0109590788475549,0.0649812164285714,0.916034008659117,100
"116","mlinGrnn_pred",0.0114101141370851,0.0764774365306122,0.914366031293188,100
"117","mlinGrnn_pred",0.00885432662304545,0.0704999395918367,0.934154396641473,100
"118","mlinGrnn_pred",0.0101107888118159,0.0705605962244898,0.915802597023441,100
"119","mlinGrnn_pred",0.00885217497649476,0.0693947371428571,0.929713189132557,100
"120","mlinGrnn_pred",0.0115109819699627,0.0699359179591837,0.907830472628058,100
"121","mlinGrnn_pred",0.00918888449383495,0.0686924062244898,0.933544383736451,100
"122","mlinGrnn_pred",0.0128603070174769,0.0789672189795918,0.903684268437514,100
"123","mlinGrnn_pred",0.00816539545270626,0.0669475370408163,0.933001425215127,100
"124","mlinGrnn_pred",0.00683951303837734,0.0627927509183673,0.942045317637318,100
"125","mlinGrnn_pred",0.0117702682883251,0.0707464725510204,0.900374925039183,100
"126","mlinGrnn_pred",0.0133042896304904,0.0764665908163265,0.910634023058291,100
"127","mlinGrnn_pred",0.0136633127211925,0.083672902755102,0.909746760882423,100
"128","mlinGrnn_pred",0.00945809652177137,0.0700059173469388,0.93470060740094,100
"129","mlinGrnn_pred",0.0101235154328171,0.0725991317346939,0.927682091848264,100
"130","mlinGrnn_pred",0.0106329306476241,0.0714660278571429,0.927030176279456,100
"131","mlinGrnn_pred",0.0116273619734222,0.0724305807142857,0.900991085107359,100
"132","mlinGrnn_pred",0.00846083649425711,0.065100475,0.927932548817954,100
"133","mlinGrnn_pred",0.00842127975982351,0.0621609734693878,0.928572716127053,100
"134","mlinGrnn_pred",0.00587681096494512,0.0578929183673469,0.949685318196628,100
"135","mlinGrnn_pred",0.0123911218273208,0.0679541840816327,0.90051398664572,100
"136","mlinGrnn_pred",0.00906964248678528,0.0671848529591837,0.929668392671151,100
"137","mlinGrnn_pred",0.00837394500097304,0.0646779157142857,0.939778314494382,100
"138","mlinGrnn_pred",0.008747402150934,0.0684820834693878,0.934706683694058,100
"139","mlinGrnn_pred",0.00769596346079891,0.067130515,0.937846419435498,100
"140","mlinGrnn_pred",0.0115955105604113,0.0693576357142857,0.907494748555437,100
"141","mlinGrnn_pred",0.0109636812257176,0.0715006953061224,0.917600141357703,100
"142","mlinGrnn_pred",0.0103061441274331,0.069162307244898,0.925617980891147,100
"143","mlinGrnn_pred",0.00780219364618976,0.0638795718367347,0.942366295700337,100
"144","mlinGrnn_pred",0.00797787548694127,0.0654185304081633,0.938716873759699,100
"145","mlinGrnn_pred",0.0079466036674958,0.062418567755102,0.938110595833113,100
"146","mlinGrnn_pred",0.0123063365207895,0.0768109519387755,0.916306727657732,100
"147","mlinGrnn_pred",0.0104469660976412,0.0734909287755102,0.929959039535626,100
"148","mlinGrnn_pred",0.00811102801507308,0.065791566122449,0.94376815431715,100
"149","mlinGrnn_pred",0.008459544991109,0.067897886122449,0.942322133418503,100
"150","mlinGrnn_pred",0.0116961466955428,0.074675686122449,0.916711771186207,100
"151","mlinGrnn_pred",0.0126623612399515,0.0741960778571429,0.909938986325381,100
"152","mlinGrnn_pred",0.0105555518654822,0.0710907674489796,0.921733556098214,100
"153","mlinGrnn_pred",0.0072993037340846,0.0631647117346939,0.942296788832108,100
