10.0,0.21519700525000002
20.0,0.214299682
30.0,0.19897472858333332
40.0,0.17666551643749998
50.0,0.18169417155
60.0,0.1657617504166667
70.0,0.16858051071428573
80.0,0.16660921546875002
90.0,0.16377806441666667
100.0,0.16323565875
10.0,0.24212617350000004
20.0,0.21617146225
30.0,0.19458309699999998
40.0,0.18369708125
50.0,0.17779004839999998
60.0,0.17100593095833333
70.0,0.16861669924999997
80.0,0.17194401781250002
90.0,0.16444395608333334
100.0,0.163880054725
10.0,0.21239726824999997
20.0,0.20461786037500002
30.0,0.19017163958333333
40.0,0.17553871050000003
50.0,0.18529699805
60.0,0.17227856599999997
70.0,0.16590107389285713
80.0,0.16474924475
90.0,0.1591163151111111
100.0,0.166563382325
10.0,0.21447273125000002
20.0,0.19924927537500003
30.0,0.1886758038333333
40.0,0.1794969300625
50.0,0.16984825185000002
60.0,0.16863200158333333
70.0,0.16815468357142857
80.0,0.161643039875
90.0,0.16273574319444445
100.0,0.160079997175
10.0,0.2169898105
20.0,0.19727959937500003
30.0,0.18350331633333333
40.0,0.17542748818749998
50.0,0.17387634005000002
60.0,0.16302035408333335
70.0,0.16730567664285712
80.0,0.16237832178125
90.0,0.16820307208333335
100.0,0.15413452719999998
10.0,0.22050819549999995
20.0,0.184599551875
30.0,0.190030166
40.0,0.18670933631250003
50.0,0.17968556289999998
60.0,0.17684966424999998
70.0,0.17714719021428574
80.0,0.1678960096875
90.0,0.1634788851111111
100.0,0.16157640985
10.0,0.20407202374999997
20.0,0.201937024375
30.0,0.18671903191666664
40.0,0.19433593068750002
50.0,0.18556814205
60.0,0.177960880625
70.0,0.17535046932142856
80.0,0.1696165445625
90.0,0.16369371416666667
100.0,0.16920433215
10.0,0.20664997700000004
20.0,0.18892878150000003
30.0,0.17256210141666667
40.0,0.1795032314375
50.0,0.17097053345000002
60.0,0.1715026089166667
70.0,0.1712004648214286
80.0,0.16385074234374997
90.0,0.15922356572222224
100.0,0.162378559925
10.0,0.18196184375000005
20.0,0.205814298
30.0,0.1813397015
40.0,0.1713997233125
50.0,0.16938152045
60.0,0.16814310016666667
70.0,0.17202338703571426
