0.9999860	0.4793753
0.9999902	0.4777489
0.9999899	0.4755582
0.9999895	0.4734475
0.9999891	0.4713639
0.9999886	0.4691174
0.9999881	0.4668903
0.9999876	0.4645995
0.9999871	0.4622433
0.9999865	0.4597259
0.9999859	0.4572196
0.9999852	0.4546411
0.9999845	0.4519885
0.9999838	0.4492596
0.9999831	0.4464522
0.9999822	0.4434826
0.9999814	0.4405039
0.9999805	0.4374398
0.9999795	0.4342881
0.9999785	0.4310464
0.9999774	0.4277126
0.9999762	0.4242843
0.9999750	0.4207593
0.9999737	0.4171353
0.9999723	0.4133368
0.9999708	0.4095033
0.9999692	0.4055641
0.9999675	0.4015174
0.9999656	0.3973610
0.9999637	0.3930932
0.9999615	0.3887121
0.9999593	0.3842162
0.9999569	0.3796040
0.9999542	0.3748743
0.9999514	0.3700260
0.9999483	0.3649961
0.9999450	0.3599048
0.9999415	0.3546931
0.9999376	0.3493609
0.9999335	0.3439085
0.9999290	0.3383366
0.9999241	0.3326464
0.9999187	0.3268393
0.9999129	0.3209174
0.9999066	0.3148832
0.9998996	0.3087398
0.9998920	0.3024907
0.9998836	0.2960943
0.9998744	0.2896456
0.9998644	0.2831059
0.9998533	0.2764814
0.9998410	0.2697790
0.9998274	0.2630062
0.9998123	0.2561716
0.9997956	0.2492841
0.9997769	0.2423536
0.9997561	0.2353907
0.9997327	0.2284066
0.9997065	0.2214133
0.9996770	0.2144234
0.9996437	0.2074500
0.9996060	0.2005071
0.9995632	0.1936089
0.9995140	0.1867420
0.9994581	0.1799775
0.9993939	0.1733030
0.9993199	0.1667338
0.9992342	0.1602856
0.9991346	0.1539739
0.9990183	0.1478143
0.9988817	0.1418220
0.9987206	0.1360121
0.9985293	0.1303992
0.9983009	0.1249978
0.9980264	0.1198219
0.9976941	0.1148852
0.9972890	0.1102015
0.9967908	0.1057846
0.9961730	0.1016490
0.9953994	0.0978107
0.9944205	0.0942881
0.9931798	0.0911097
0.9915603	0.0882886
0.9894334	0.0858756
0.9866594	0.0839049
0.9828397	0.0824936
0.9773979	0.0819144
0.9698762	0.0822497
0.9590732	0.0839815
0.9431971	0.0878997
0.9193481	0.0955218
0.8827885	0.1100841
0.8261917	0.1386319
0.7394625	0.1963662
0.6132539	0.3027015
0.4512639	0.4201190
0.2861079	0.4654550
0.1663876	0.4708521
0.1105743	0.4710936
0.0964730	0.4710697
0.0954916	0.4710624
