1.0000000	1.0000000
1.0000000	0.9000810
1.0000000	0.8000390
1.0000000	0.7000141
1.0000000	0.6000045
1.0000000	0.5000014
1.0000000	0.4000016
1.0000000	0.3000005
1.0000000	0.2000005
1.0000000	0.1000006
1.0000000	0.0000007
0.9000005	1.0000000
0.9000005	0.9000011
0.9000005	0.8000023
0.9000005	0.7000034
0.9000005	0.6000045
0.9000005	0.5000057
0.9000001	0.4000016
0.9000001	0.3000019
0.9000000	0.2000005
0.9000001	0.1000025
0.9000000	0.0000007
0.8000002	1.0000000
0.8000002	0.9000003
0.8000002	0.8000005
0.8000002	0.7000008
0.8000002	0.6000011
0.8000002	0.5000014
0.8000002	0.4000016
0.8000002	0.3000019
0.8000002	0.2000022
0.8000000	0.1000001
0.8000000	0.0000002
0.7000001	1.0000000
0.7000001	0.9000001
0.7000001	0.8000001
0.7000001	0.7000002
0.7000001	0.6000003
0.7000001	0.5000003
0.7000001	0.4000004
0.7000000	0.3000001
0.7000000	0.2000001
0.7000000	0.1000000
0.7000000	0.0000000
0.6000000	1.0000000
0.6000000	0.9000000
0.6000000	0.8000000
0.6000000	0.7000000
0.6000000	0.6000001
0.6000000	0.5000001
0.6000000	0.4000001
0.6000000	0.3000001
0.6000000	0.2000001
0.6000000	0.1000000
0.6000000	0.0000000
0.5000000	1.0000000
0.5000000	0.9000000
0.5000000	0.8000000
0.5000000	0.7000000
0.5000000	0.6000001
0.5000000	0.5000001
0.5000000	0.4000001
0.5000000	0.3000001
0.5000000	0.2000000
0.5000000	0.1000000
0.5000000	0.0000000
0.4000000	1.0000000
0.4000000	0.9000000
0.4000000	0.8000000
0.4000000	0.7000000
0.4000000	0.6000001
0.4000000	0.5000001
0.4000000	0.4000001
0.4000000	0.3000001
0.4000000	0.2000001
0.4000000	0.1000001
0.4000000	0.0000000
0.3000000	1.0000000
0.3000000	0.9000000
0.3000000	0.8000000
0.3000000	0.7000000
0.3000000	0.6000001
0.3000000	0.5000001
0.3000000	0.4000001
0.3000000	0.3000001
0.3000000	0.2000001
0.3000000	0.1000001
0.3000000	0.0000002
0.2000000	1.0000000
0.2000000	0.9000000
0.2000000	0.8000000
0.2000000	0.7000000
0.2000000	0.6000000
0.2000000	0.5000000
0.2000000	0.4000000
0.2000000	0.3000000
0.2000000	0.2000000
0.2000000	0.1000000
0.2000000	0.0000000
0.1000000	1.0000000
0.1000000	0.9000000
0.1000000	0.8000000
0.1000000	0.7000000
0.1000000	0.6000000
0.1000000	0.5000000
0.1000000	0.4000000
0.1000000	0.3000000
0.1000000	0.2000000
0.1000000	0.1000000
0.1000000	0.0000000
0.0000000	1.0000000
0.0000000	0.9000000
0.0000000	0.8000000
0.0000000	0.7000000
0.0000000	0.6000000
0.0000000	0.5000000
0.0000000	0.4000000
0.0000000	0.3000000
0.0000000	0.2000000
0.0000000	0.1000000
0.0000000	0.0000000
