G1	G2	G3	G4	G5	G6	G7	G8	G9
0.7075351	0.1873521	0.6620858	0.2317920	0.5973602	0.7843525	0.2371714	0.3344446	0.2873277
0.7272850	0.2688745	0.5522676	0.2466393	0.5386867	0.7821251	0.2984832	0.3128785	0.3935281
0.6858342	0.2389777	0.5460719	0.1920381	0.5242262	0.8440299	0.1470218	0.3269543	0.2448527
0.6676994	0.1919522	0.5234951	0.2134019	0.5810448	0.7774324	0.1126342	0.2536792	0.3156851
0.7839126	0.2208381	0.4806448	0.2690279	0.6231204	0.7330267	0.1261758	0.2234373	0.3304945
0.7510790	0.2127229	0.4589180	0.2908303	0.5587973	0.8556075	0.0912433	0.2620904	0.3217870
0.8544265	0.1927760	0.4271587	0.2432354	0.4853890	0.8933915	0.0666620	0.1709548	0.3441896
0.7898874	0.2838957	0.3678654	0.3492227	0.4991180	0.8100349	0.0804551	0.0782152	0.2718706
0.6529376	0.1898317	0.3046249	0.2915009	0.5901176	0.7421717	0.0733099	0.0737890	0.2665338
0.5372276	0.2194776	0.3784227	0.2380322	0.5577291	0.3788131	0.3798245	0.0500896	0.3178874
0.4513279	0.2386768	0.3241453	0.2362799	0.4391147	0.0948800	0.3111564	0.0000001	0.2692334
0.5624936	0.2334822	0.7636426	0.2173060	0.5144119	0.8369313	0.3177086	0.7134143	0.3031752
0.4917670	0.1941964	0.8423795	0.2433260	0.5516922	0.7648334	0.3045820	0.6869952	0.3090628
0.5601872	0.2900249	0.7972657	0.2979537	0.5550965	0.8843476	0.4343526	0.7202036	0.2540446
0.6997671	0.2432756	0.7457428	0.2389779	0.4836703	0.8618828	0.3968283	0.5921227	0.3039061
0.5069446	0.2458092	0.7255016	0.1717452	0.5349710	0.7822519	0.3954762	0.6922022	0.3206121
0.5600541	0.2114890	0.7817094	0.2319912	0.4719930	0.9258607	0.3359121	0.6191531	0.2716268
0.5744639	0.2520825	0.7134502	0.2240270	0.4853064	0.7226002	0.2614955	0.6060124	0.3646965
0.6907704	0.1946903	0.8319264	0.2049041	0.5709475	0.8351769	0.3313927	0.5815022	0.3724490
0.5892336	0.2394631	0.6250981	0.1717858	0.4471316	0.7768571	0.3155387	0.5485158	0.2927239
0.5712370	0.2881652	0.6793341	0.1473627	0.5950666	0.8258497	0.2234670	0.4694264	0.2777560
0.7121515	0.2200056	0.6549540	0.2553713	0.4896022	0.9371525	0.3780259	0.4534985	0.2981326
0.7366474	0.2715979	0.7892373	0.1655223	0.5307064	0.8654669	0.2199900	0.3690895	0.3681776
0.6756660	0.1664339	0.5930552	0.2104764	0.5225575	0.7904892	0.1450724	0.3563918	0.3662072
0.7357186	0.2410734	0.6622537	0.2594418	0.6103055	0.7657573	0.1365187	0.3592067	0.3094841
0.6944641	0.2530170	0.4359473	0.2723801	0.5708436	0.7313170	0.0881892	0.3286478	0.3169002
