0.4691712	0.1890989
0.4152900	0.1451213
0.4069705	0.1373971
0.4593989	0.1472713
0.4844348	0.2335710
0.4653539	0.1183029
0.5134732	0.1580562
0.4080002	0.1617920
0.4715221	0.1412478
0.4464645	0.1384306
0.4846202	0.1350019
0.5237971	0.1784237
0.4174972	0.2526062
0.3536347	0.2106213
0.3573520	0.1355583
0.3691166	0.2211255
0.4359323	0.2011236
0.3896704	0.1955068
0.4023390	0.1958765
0.2946361	0.1764362
0.3433057	0.1656112
0.3065653	0.1746098
0.3309951	0.1835255
0.2846675	0.2421079
0.2945801	0.2463815
0.3977292	0.3202454
0.3700411	0.2421849
0.3193921	0.3321564
0.2804396	0.2806610
0.2601014	0.2466326
0.3284807	0.2715738
0.2645612	0.3648306
0.2437556	0.3974128
0.2659963	0.2430387
0.1838640	0.2888311
0.3004037	0.3829290
0.2522599	0.5194937
0.2177032	0.4145402
0.2388341	0.4783862
0.1945501	0.4172115
0.2019332	0.4401114
0.2255396	0.4412421
0.1415534	0.4992638
0.1943879	0.5136465
0.1856645	0.4667966
0.1174013	0.6146002
0.1760978	0.5946161
0.1550480	0.5791998
0.1530605	0.5828963
0.1422317	0.5957978
0.0983753	0.5440847
0.1070343	0.6631880
0.1164335	0.6399746
0.1145336	0.6837519
0.1401437	0.6153498
0.1186065	0.8920720
0.0938115	0.6135990
0.0810651	0.8145612
0.0822651	0.6513878
0.0748179	0.7276729
0.0834406	0.7386264
0.0883431	0.7643726
0.0549769	0.6707149
0.0891224	0.8175651
0.0512436	0.7795582
0.0845541	0.7183421
0.0517722	0.7153860
0.0785031	0.7361533
0.0729181	0.7502708
0.1045902	0.8028875
0.0449689	0.7526318
0.0443703	0.7274065
0.0476634	0.6052648
0.0635936	0.7875882
0.0507552	0.6722787
0.0337692	0.7617366
0.0423050	0.7047690
0.0746960	0.6286770
0.0215839	0.7426025
0.0705112	0.7209925
0.0275772	1.0000000
0.0549377	0.6432610
0.0392255	0.8511032
0.0512908	0.8265616
0.0386571	0.8980587
0.0264178	0.7205261
0.0246389	0.7408352
0.0275886	0.7275805
0.0377481	0.8264601
0.0294351	0.7744608
0.0275386	0.9247263
0.0395506	0.6805922
0.0374586	0.7540673
0.0628157	0.6823033
0.0290255	0.6035448
0.0198022	0.7353647
0.0373553	0.6873220
0.0254422	0.7948423
0.0394746	0.8353017
0.0490563	0.6992674
0.0256728	0.7262793
